,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
31820,False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,5731,tt0076780,en,Summer City,"Four friends take a road trip to kick back, hit the pubs, and go surfing. Tension builds among the group between Sandy, a quiet young man who is angered by the obnoxious, womanizing Boo who seduces a teenaged girl while on their trip in one of his usual one night stands. Meanwhile, the girl's psychotic dad is also looking for Boo out of revenge for what he did to his daughter. Boo is in for a major wake up call.",0.076562,/72vcxmidA2aEoG4uFztiRmH8tFC.jpg,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",1977-12-22,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Summer City,False,10.0,1.0
8935,False,,7000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",,71373,tt0099143,en,Black Rainbow,"Martha Travis is a medium who makes contact with spirits ""on the other side"" and connects them with their loved ones still alive, in public performances. Trouble begins when she gives a message to Mary Kuron from her husband, Tom. But Tom isn't dead... yet. And Martha not only knows he will die, she also knows who killed him. And the murderer knows she knows...",0.621116,/hQYtFqQJ58N2UuQfD7cj1Qd5Ff0.jpg,"[{'name': 'Goldcrest Films International', 'id': 500}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1989-12-05,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She has just witnessed a murder that hasn't happened yet.,Black Rainbow,False,6.6,8.0
14653,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,179066,tt0026417,en,I Live My Life,A flighty society girl tries to make a go of her marriage to an archaeologist.,0.80842,/goSHjpKG2yIldJmKrE5NU8pIOm3.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1935-10-04,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The dancing lady has a new sweetheart ...!,I Live My Life,False,1.3,3.0
12002,False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",,28742,tt0103595,en,1991: The Year Punk Broke,"David Markey's documentary of life on the road with Sonic Youth and Nirvana during their tour of Europe in late 1991. Also featuring live performances by Dinosaur Jr, Babes In Toyland, The Ramones and Gumball.",1.682201,/l6ooyXizlKKYuLLDPikqy7TBawG.jpg,"[{'name': 'Geffen Pictures', 'id': 360}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-01-01,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,1991: The Year Punk Broke,False,7.0,11.0
132,False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",,124636,tt0114500,en,Sonic Outlaws,"Within days after the release of Negativland's clever parody of U2 and Casey Kasem, recording industry giant Island Records descended upon the band with a battery of lawyers intent on erasing the piece from the history of rock music.  Craig ""Tribulation 99"" Baldwin follows this and other intellectual property controversies across the contemporary arts scene. Playful and ironic, his cut-and-paste collage-essay surveys the prospects for an ""electronic folk culture"" in the midst of an increasingly commodified corporate media landscape.",0.001838,/wU4NBvZdP1wTAq142OR5knnhfG5.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-08-01,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Sonic Outlaws,False,0.0,0.0
32648,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,259999,tt2674040,en,Keep On Keepin’ On,"Eighty-nine year old trumpeting legend Clark Terry has mentored jazz wonders like Miles Davis and Quincy Jones, but Terry’s most unlikely friendship is with Justin Kauflin, a 23-year-old blind piano player with uncanny talent, but debilitating nerves. As Justin prepares for the most pivotal moment in his budding career, Terry’s ailing health threatens to end his own.",0.804915,/g1WLunKKKvkbxlPEuXfPw5Y24Kl.jpg,[],[],2014-08-08,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Keep On Keepin’ On,False,6.9,6.0
2471,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,27455,tt0166195,en,Foolish,"'Foolish' Waise is a talented comedian with a hard-edge trying to make it in the comedy clubs in LA while his brother is a hard-nosed gangster trying to make it on the streets. With all the competition they face in their chosen ""professions,"" their biggest battle is with each other over the love of a pretty girl.",0.431822,/2uOoAVhjKvKlI923SUnUkL7lO9H.jpg,"[{'name': 'No Limit Films', 'id': 16718}, {'name': 'Shooting Star Pictures', 'id': 40648}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-04-09,6033999.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This big mouth is ready for the big time,Foolish,False,6.3,3.0
39440,False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",http://www.notesonblindness.co.uk/,378441,tt5117222,en,Notes on Blindness,"After losing sight in 1983, John Hull began keeping an audio diary, a unique testimony of loss, rebirth and renewal, excavating the interior world of blindness. Following on from the Emmy Award-winning short film of the same name, Notes on Blindness is an ambitious and groundbreaking work, both affecting and innovative.",1.787411,/pCCaqxVbToOOSmjwrOvz0TmIZSc.jpg,"[{'name': ""Archer's Mark"", 'id': 30601}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2016-07-01,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Notes on Blindness,False,7.5,15.0
15357,False,,2000000,"[{'id': 18, 'name': 'Drama'}]",http://www.wintersbonemovie.com/,39013,tt1399683,en,Winter's Bone,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",7.27941,/lUFZr1hEgFbowMHzJhAKx08VMGA.jpg,"[{'name': 'Anonymous Content', 'id': 10039}, {'name': ""Winter's Bone Productions"", 'id': 19778}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-11,13831503.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Talking Just Causes Witnesses,Winter's Bone,False,6.8,575.0
35374,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",,362886,tt5056034,en,'Tis the Season for Love,"The holiday drama follows an out-of-work actress who returns to her quaint hometown, where a Christmas romance proves the life she once left behind could turn out to be even better than Broadway.",1.004732,/rcFF0JMG7mAYKHeIO3EbL8tCV3n.jpg,[],[],2015-11-01,0.0,84.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,'Tis the Season for Love,False,6.0,11.0
43358,False,,475000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.themoviehero.com/,57248,tt0299045,en,The Movie Hero,"A man believes his life is a movie watched by an audience only he can see.In his feature film debut, director Brad T. Gottfred delivers a spoof of cinema cliches with a memorable protagonist named Blake Gardner (Jeremy Sisto), who believes his life is a movie. Playing to an audience only he perceives -- and determined to entertain them. Blake recruits a comical black sidekick (Brian J. White), attempts to apprehend the bad guy (Peter Stormare) and begins romancing his court-appointed psychotherapist (Dina Meyer).",0.225311,/6IzTrMI8n2TKRNQB8CDfs10n9Rr.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-03-08,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Your audience is watching. Be the Hero.,The Movie Hero,False,6.0,5.0
40172,False,"{'id': 315944, 'name': 'Wallander (Rolf Lassgård)', 'poster_path': '/mGNqKkSlakmiocFjgP0qaL9cILM.jpg', 'backdrop_path': '/nqY5mK61MfZc2T1dzIE7SfivN6G.jpg'}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,228432,tt0113359,sv,Hundarna i Riga,A lifeboat floats ashore at the coast of Skåne. Inside are two dead men who who've been murdered. Policeman Kurt Wallander is assigned to the case. The men are identified with the help of the police in Latvia. One of their officers travel to Sweden to to help but when he returns to his home country he is mysteriously murdered. Kurt flies to Riga to find out why and is drawn into complex conspiracy.,0.407625,/wx0jAG92bbe6MzXTFosRR23SvRc.jpg,"[{'name': 'Danmarks Radio (DR)', 'id': 119}, {'name': 'SVT Drama', 'id': 157}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}]",1995-11-09,0.0,106.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'lv', 'name': 'Latviešu'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,The Dogs of Riga,False,4.5,2.0
31116,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,77171,tt2011972,en,More Brains! A Return to the Living Dead,"Retrospective documentary about the making of the horror cult classic ""The Return of the Living Dead.""",1.259948,/q5hi5AxwaXyB8hBW6tz103BWFxt.jpg,"[{'name': 'Hutson Ranch Media', 'id': 17038}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-10-18,0.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,More Brains! A Return to the Living Dead,False,7.3,11.0
43202,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,449863,tt6601954,es,Cantábrico: Los dominios del oso pardo,,0.436657,/bZVR3vLdIvXoV7WOf3heowRJtAM.jpg,"[{'name': 'Wanda Films', 'id': 7529}, {'name': 'Bitis', 'id': 92710}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2017-03-31,0.0,,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Cantábrico: Los dominios del oso pardo,False,8.0,2.0
15759,False,,0,"[{'id': 37, 'name': 'Western'}]",,132859,tt0030006,nl,"Come On, Rangers",A Texas Ranger (Roy Rogers) and his pals come out of forced retirement to do what the cavalry cannot.,0.002879,/79B83pwl5uwZqCLhXRYqhqd6QsN.jpg,"[{'name': 'Republic Pictures', 'id': 1432}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1938-11-21,0.0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"Come On, Rangers",False,0.0,0.0
17696,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.facebook.com/?ref=home#!/pages/Waiting-For-Forever/277618782907,52338,tt1296898,en,Waiting for Forever,"A Hollywood-set romantic tale of a guy who is content to live his life without a job yet with the love of his life, a young actress.",9.679653,/isUdDxhU0MRlfpbz73mM5RgLqV2.jpg,"[{'name': 'Catfish Productions', 'id': 86}, {'name': 'PCH Film', 'id': 24903}, {'name': 'Weekend Films/Main Street Productions', 'id': 24904}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-02-10,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This one grabs your heart!,Waiting for Forever,False,5.7,122.0
10268,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,31542,tt0077138,it,L'albero degli zoccoli,"The life inside a farm in Italy at the beginning of the century. Many poor country families live there, and the owner pays them by their productivity. One of the families has a very clever child. They decide to send him to school instead of make him help them, although this represents a great sacrifice. The boy has to wake up very early and walk several miles to get to the school. One day the boy's shoes break when returning home, but they do not have money to buy other. What can they do?",2.660443,/oRxVdHuWjlHJZwZI1nI2HXGRyUG.jpg,"[{'name': 'Ital-Noleggio Cinematografico', 'id': 4990}, {'name': 'RAI Radiotelevisione Italiana', 'id': 20091}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1978-09-21,0.0,186.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Tree of Wooden Clogs,False,7.1,30.0
22839,False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",,41639,tt1566591,en,Magic & Bird: A Courtship of Rivals,"Magic &amp; Bird: A Courtship of Rivals is a 2010 television documentary film broadcast on HBO. The film chronicles the rivalry between Magic Johnson and Larry Bird that begin with the 1979 NCAA Basketball Championship Game and lasted throughout their lengthy, Hall of Fame careers in the NBA. The film makes an argument that without the massive media attention that was placed on the rivalry that Magic and Bird had, the NBA might not have made through the 1980s following the merger with the ABA, among other things.",0.810544,/8tEPbrOD7zZ0FJi0oezERrPrk24.jpg,[],[],2010-03-10,0.0,88.0,[],Released,,Magic & Bird: A Courtship of Rivals,False,8.3,6.0
37791,False,,0,"[{'id': 53, 'name': 'Thriller'}]",,202831,tt0105998,en,The Fire Next Time,"2017: The greenhouse effect and global warming take their toll as droughts, floods, and hurricanes wreak mass destruction in a world gone mad, one family struggles to survive against all odds...",0.365056,/iFMYbPhsFX5v5wc6DLgb5DVRjIZ.jpg,"[{'name': 'RHI Entertainment', 'id': 20358}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-04-20,0.0,193.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Fire Next Time,False,5.3,2.0
23932,False,"{'id': 87800, 'name': 'Appleseed Collection', 'poster_path': '/AoM1NzRnSpo6VtIs3wpzKUSObUX.jpg', 'backdrop_path': '/3uFYlHmUZtEGBiwdxtSlphbmfjK.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",,269650,tt3638012,ja,Appleseed Alpha,"Based on the comic book by the creator of Ghost in the Shell, a young female soldier Deunan and her cyborg partner Briareos survive through the post World War 3 apocalyptic New York in search of human's future hope, the legendary city of Olympus.",3.770032,/3lKdgUvWW3yUHRl3Ervjz2PeXFR.jpg,"[{'name': 'Stage 6 Films', 'id': 29097}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-05-28,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"To find Olympus, they must fight to survive.",Appleseed Alpha,False,6.4,154.0
20900,False,,75000,"[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",http://arresteddevelopmentdoc.com/,191024,tt1240538,en,The Arrested Development Documentary Project,"Featuring interviews from major cast and crew members, along with 200 fans from across the country, this documentary tells the whole story of this amazing and one of a kind tv show.",1.135016,/8771A0yiL5FDnpWVAsnq3e9HlKm.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-05-02,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"This documentary follows the story of the show through fan, cast and crew, and celebrity interviews.",The Arrested Development Documentary Project,False,6.2,7.0
32564,False,,0,"[{'id': 18, 'name': 'Drama'}]",,99863,tt0032476,en,Flight Angels,"Federal Airlines ace pilot Chick Faber is grounded by Flight Superintendent Bill Graves when a doctor says his eyesight is failing. Aided by Mary Norvell and Nan Hudson, Graves persuades Chick to take a job as teacher in the school for airline hostesses, and Chick and Mary get married. He learns that the Army is going to test a stratosphere plane that he and Artie Dixon designed and feels that he should make the first flight but permission is refused.",0.004679,/dOQMcZAGkpQ9sRR1vMLweVaRpI8.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1940-05-18,0.0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Women Are TOUGH Angels... They Can Handle Anything That Flies... Except A Pilot!,Flight Angels,False,0.0,0.0
13418,False,,0,[],,68190,tt1320355,en,Ralliraita,"This rollicking sports comedy from Finnish director Markku Polonen follows the exploits of Seppo 'Sladi' Pesonen, an ex-top-tiered race car driver now reduced to instructing students at a driving school. To relieve the monotony of this undesired career, Pesonen builds ""Team Susan,"" a road rally team based at Pekkarinen's Garage in the Finnish countryside. Soon, Sladi's nephew Luumu arrives from Helsinki and learns of the team, his enthusiasm skyrockets and he hops on board with the assist of mechanic Suko. Yet the men encounter Machiavellian sabotage at the hands of the vile Torppo, the owner of the lot that contains Pekkarinen's Garage, who is determined to interfere with the plans of Team Susan.",0.188832,/zDnc4gQQM6GaK61dt4G5RjiL8bF.jpg,[],[],2009-06-16,0.0,0.0,[],Released,,Ralliraita,False,6.8,4.0
8474,False,,0,"[{'id': 18, 'name': 'Drama'}]",,32690,tt0042958,ja,醜聞,Akira Kurosawa directed this drama about a paparazzi photo that a tabloid magazine spins into a scandalous story and soon sparks a court case.,1.215475,/9J9yann2btKsVldYHZn72Mn89pI.jpg,"[{'name': 'Shochiku Company', 'id': 4641}, {'name': 'Shôchiku Eiga', 'id': 5070}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1950-04-30,0.0,104.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Scandal,False,6.6,19.0
10708,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.aprilsshower-themovie.com/,25608,tt0325007,en,April's Shower,"April's Shower begins with a group of people gathered for a wedding shower for April. At first, it seems to be a normal gathering for such an occasion but, as time goes on, secrets and stories begin to be revealed. Alex  is a chef and a maid of honor at April's wedding. She ultimately reveals her true feelings which ends up taking an effect on everybody at the shower.",0.996202,/wIUM6GtRFN50b22oCSLaBg8dLLa.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-10-15,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How far would you go for true love?,April's Shower,False,5.0,3.0
20,False,"{'id': 91698, 'name': 'Chili Palmer Collection', 'poster_path': '/ae3smJDdWrMJ77tDpYOrpo4frKq.jpg', 'backdrop_path': '/uWaANGQeoSs5vSP1CWtlkDrkqei.jpg'}",30250000,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,8012,tt0113161,en,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",12.669608,/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg,"[{'name': 'Jersey Films', 'id': 216}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-20,115101622.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The mob is tough, but it’s nothing like show business.",Get Shorty,False,6.4,305.0
